ZINC06244154	N#CCCSc1nncc2ccccc12
ZINC03895341	CCn1c2ccccc2c2cc(/C=C3\CCC(C4CCCC4)C3=O)ccc21
ZINC03905127	C(=C1\CCCC2C1=NN(c1ccccc1)C2c1ccccc1)\c1ccccc1
ZINC02102872	Cc1ccc2oc(-c3cc(=O)oc4ccc(C(C)C)cc34)c(C)c2c1
ZINC02679200	Cc1nc(Oc2cccc3ccccc23)c2c3c(sc2n1)CC(C)CC3
ZINC01495558	CSc1nc(Cl)c2c(n1)N(c1ccc(C(C)(C)C)cc1)CC2
ZINC04276966	O=C(ON=C1CCCCCCCCCCC1)C1CCCCC1
ZINC02570249	Clc1cccc(SSc2cccc(Cl)c2Cl)c1Cl
ZINC01587890	O=C1OC(c2ccccc2)(c2cccc3ccccc23)CC1c1ccccc1
ZINC04606837	CCCCC(CC)C(=O)N1CCSC1c1ccc(Cl)cc1Cl
ZINC05004304	CCC1(C)C(=O)CCC2C1CCC1(C)C(C(C)CCCC(C)C)CCC21
ZINC05370704	c1ccc(C(c2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1
ZINC01872044	CC(C)(C)CSc1ccccc1SCC(C)(C)C
ZINC01710209	CN(C)c1ccc(/C=N/N=C2c3ccccc3-c3ccccc32)c(Cl)c1
ZINC06273126	CCCC(C)(C)c1ccc2c(c1)OC(C)(C)C1CC=C(C)CC21
ZINC06273129	CCCC(C)(C)c1ccc2c(c1)OC(C)(C)C1CC=C(C)CC21
ZINC03375744	Cc1cc(C(C)(C)C)cc(C)c1CSc1nc2cc(Cl)ccc2o1
ZINC08956868	C=CCn1/c(=N/C(=O)c2ccccc2)sc2ccc(Cl)c(Cl)c21
ZINC08957326	C=CCn1/c(=N/C(=O)c2ccccc2C)sc2c(C)cc(C)cc21
ZINC09589445	CCCn1/c(=N/C(=O)c2ccccc2F)sc2c(C)cc(C)cc21
ZINC09832765	CC(C)c1ccc2c(c1)s/c(=N/C(=O)c1ccc(Cl)s1)n2C
ZINC09833072	Cc1ccccc1C(=O)/N=c1/sc2cc(C(C)C)ccc2n1C
ZINC02659806	CSc1nnc(-c2ccc(C(C)(C)C)cc2)n1-c1ccccc1C
ZINC05509383	Cc1cccc(CSc2nnc3cc(C)c4cc(C)cc(C)c4n23)c1
ZINC13626287	C=CCn1/c(=N/C(=O)c2ccc(Cl)s2)sc2cc(C)ccc21
ZINC15911576	CC/N=c1\scc(-c2ccc(C)cc2)n1/N=C/c1ccc(C)cc1C
ZINC16954051	C(=N/OC(c1ccccc1)(c1ccccc1)c1ccccc1)\c1ccccc1
ZINC19926754	Cc1ccc(C2=NN3C(CC(C)C)Oc4ccc(Cl)cc4C3C2)cc1
ZINC19926763	Cc1ccc(C2=NN3C(CC(C)C)Oc4ccc(Cl)cc4C3C2)cc1
ZINC07783040	Cc1cc(C)c(-c2cs/c(=N\C3CC3)n2N=C2CCCC2)cc1C
ZINC05310143	CCCCC1C(CCC)/C(=N\c2ccccc2)c2cccc3c2N1CCC3
ZINC06415032	Cc1cc(C)c2c(c1)s/c(=N\C(=O)/C=C/c1ccccc1Cl)n2C
ZINC33726838	CC(C)(C)c1ccc(-c2nc(/C=N/c3ccccc3)c3ccccn23)cc1
ZINC18247030	Cc1ccc(CC(=O)/N=c2/sc3c(Cl)ccc(C)c3n2C)cc1C
ZINC36089896	N#C/C(=C/c1ccc(-c2ccc(Cl)cc2)o1)c1cccc2ccccc12
ZINC36630619	C=CCn1/c(=N/C(=O)c2ccc(F)cc2)sc2c3ccccc3ccc21
ZINC08957132	C=CCn1/c(=N/C(=O)C2CCCCC2)sc2cc(C)cc(C)c21
ZINC36631111	C=CCn1/c(=N/C(=O)c2ccccc2F)sc2c3ccccc3ccc21
ZINC37627118	c1ccc(CN(N=C2c3ccccc3-c3ccccc32)c2ccccc2)cc1
ZINC09389138	CCn1/c(=N/C(=O)C2CCCCC2)sc2cc(C)c(C)cc21
ZINC38873733	C#CCn1/c(=N/C(=O)CC2CCCCC2)sc2cc(Cl)ccc21
ZINC39721439	CCn1/c(=N/C(=O)/C=C/c2ccccc2)sc2cc(C(C)C)ccc21
ZINC36716414	CCc1ccc(-c2ccc(SCc3cccc4ccccc34)nn2)cc1
ZINC40978507	CCCOc1ccc2c(c1)sc1nc(-c3ccc4c(c3)CCCC4)cn12
ZINC49959300	CC1(c2ccccc2)CC(c2ccccc2)(c2ccccc2)c2ccccc21
ZINC59152409	Clc1ccc(/C=N/N(Cc2ccccc2)c2ccccc2)c(Cl)c1
ZINC13962969	Cc1cc(C)c2c(c1)s/c(=N\C(=O)Cc1ccc(C)c(C)c1)n2C
ZINC63767569	c1cc(C23CC4CC(CC(C4)C2)C3)ccc1C12CC3CC(CC(C3)C1)C2
ZINC66377909	CC(C)CCCC(C)C1CCC2C1CCC1C2CCC2CC=CCC21C
ZINC04081362	C=C1CCC2C(C)(C)CCCC2(C)C1CC/C(C)=C/CCC(C)O
ZINC04237911	Cc1ccc(C)c2c(C=O)c(C34CC5CC(CC(C5)C3)C4)[nH]c12
ZINC03953483	c1ccc2cc(Nc3c4ccccc4nc4ccccc34)ccc2c1
ZINC05524309	CCCCCCC(O)c1ccc2cc3c(cc2c1)CCCC3
ZINC12655950	CCCC1(O)CCC2C3CCC4CC5(CCC4(C)C3CCC21C)CO5
ZINC13401081	CC(CCCO)C1CCC2C3C=CC4CCCCC4(C)C3CCC12C
ZINC14544100	COc1ccc2ccccc2c1C1Nc2ccc(C)cc2C2C=CCC21
ZINC19232789	CC(Nc1cc(Cl)ccc1Cl)c1cccc(Br)c1
ZINC19233183	Cc1cc(NC(C)C23CC4CC(CC(C4)C2)C3)ccc1Br
ZINC20014997	CCCCCC(C)Nc1ccc(Br)cc1C
ZINC20019991	CC1CCC(C(C)C)C(Nc2cccc3cccnc23)C1
ZINC20479956	CCC(Nc1ccccc1I)c1ccc(C)cc1
ZINC20561004	Cc1ccc(NC(C)c2ccc(C(C)(C)C)cc2)c(Br)c1
ZINC21012614	Cc1cc(NC(C)c2ccc(C(C)(C)C)cc2)ccc1Br
ZINC21519903	CCC(C)CC(CC)Nc1ccc(C)cc1Br
ZINC22152658	CC(Nc1ccc(Cl)c(Cl)c1)c1cccc(Br)c1
ZINC33637350	CC1=CCC(CCC(CO)C2CC=C(C)C2(C)C)C1(C)C
ZINC36751169	CC(Nc1cc(Br)ccc1F)c1ccc(C(C)(C)C)cc1
ZINC36842987	Cc1cc(Cl)ccc1NC1CC(c2cccc(Br)c2)C1
ZINC36919407	Cc1ccc(C)c(C(C)Nc2ccc(SC(F)F)cc2)c1
ZINC36951975	CC(Nc1ccc2ccccc2c1)c1ccc(Cl)c(Cl)c1
ZINC36957208	CCC(C)(C)C1CCC(Nc2ccccc2SC)CC1
ZINC36963743	Clc1cc(Br)ccc1Nc1nc2ccccc2s1
ZINC36974202	CCCc1ccccc1NC(CC)c1ccc(Br)cc1
ZINC36975757	CCC(Nc1ccc2sccc2c1)c1ccc(Br)cc1
ZINC37055988	CCC(C)CC(CC)Nc1ccc(C)c(I)c1
ZINC37091448	Cc1ccc(Br)cc1NC(C)C12CC3CC(CC(C3)C1)C2
ZINC37121585	CC1CCCCC1Nc1cc(Br)ccc1Br
ZINC37121724	CCCC(CCC)Nc1cc(Br)ccc1Br
ZINC37198603	CCCCC(Nc1ccc(Br)cc1F)c1ccccc1
ZINC37199675	CC(Nc1cc(Cl)cc(Cl)c1)c1sccc1Br
ZINC37200446	Clc1ccc2c(c1)C(Nc1ccc(Cl)c(Cl)c1)CCS2
ZINC37206240	Cc1cc(C)c(Nc2nc3cc(Br)ccc3s2)c(C)c1
ZINC37206362	Cc1cc(Br)ccc1Nc1nc2cc(F)ccc2s1
ZINC37212455	Cc1cc(C)cc(NC(C)c2ccc(I)cc2)c1
ZINC37231137	CCC(Nc1cccc(C(C)C)c1)c1ccc(Cl)c(Cl)c1
ZINC37243796	CC(Nc1cccc(Cl)c1Cl)c1sccc1Br
ZINC37247618	Ic1ccc(NC2CCc3ccccc3C2)cc1
ZINC37262216	Cc1ccc(C(Nc2cc(Br)ccc2F)C2CC2)cc1
ZINC37262241	CCCCC(Nc1cc(Br)ccc1F)c1ccccc1
ZINC37297343	Fc1cc(Cl)ccc1NC1CCOc2c(Cl)cc(Cl)cc21
ZINC37297345	Fc1cc(Cl)ccc1NC1CCOc2c(Cl)cc(Cl)cc21
ZINC37392650	CCCC(Nc1c(F)cc(F)cc1Br)c1ccccc1
ZINC37529996	OC1(Cc2ccc(Br)cc2)CCCCC1C1CCCCC1
ZINC37629457	C#CC(O)/C(C)=C/C=C/C(C)=C/CC1=C(C)CCCC1(C)C
ZINC02139058	CC1=CCC2C(C)(C)CCCC2(C)C1CC/C(C)=C/CCC(C)O
ZINC33920971	Cc1cc(C)c(NC(=O)C2C3CC/C=C\CC/C=C\CCC32)c(C)c1
ZINC37231205	CC(C)c1cccc(NC(C)c2ccc(F)c(Br)c2)c1
ZINC43736089	CCCC1(O)CCC2C3CCC4CC5(CCC4(C)C3CCC21C)CO5
ZINC54824709	N#CC1CCCCCC1Nc1cccc(I)c1
ZINC08781915	O=C(/N=C/NOCc1ccc(Cl)cc1Cl)N1OCC2COc3ccc4ccccc4c3C21
ZINC08872288	Ic1ccccc1/C=N/Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1
ZINC02246566	COC(=O)c1ccc(/N=C2\C=C(N3CCN(c4ccccc4)CC3)C(=O)c3cccc(O)c32)cc1
ZINC09049488	CC(Sc1nnc(-c2ccccc2Cl)n1C1CCCC1)C(=O)N1CC(=O)Nc2ccccc21
ZINC09075890	Cc1cccc(N2CCN(c3nc4ccccc4nc3C(C#N)C(=O)NC3CCCCC3)CC2)c1C
ZINC09260620	O=C(c1ccco1)N1N=C(c2ccccc2O)CC1c1cn(-c2ccccc2)nc1-c1ccccc1
ZINC09367947	CCN1C(=O)c2cccc3c(NC(=O)c4ccc(S(=O)(=O)N5CC(C)CC(C)C5)cc4)ccc1c23
ZINC02087165	CCCSc1nnc2c(n1)OC(c1ccc3c(c1)OCO3)Nc1ccc(Br)cc1-2
ZINC02420290	COc1ccccc1C(=O)Oc1cc2c3c(c1)C(C)CC(C)(C)N3C(=O)/C2=C1/SC(=S)NC1=O
ZINC09972624	COc1cc(C2c3c(c4ccccc4oc3=O)Nc3ccc4ccccc4c32)cc(OC)c1OC(C)=O
ZINC09183552	CCC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3cccc([N+](=O)[O-])c3)C2)C1c1ccc(C)cc1
ZINC09183553	CCC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3cccc([N+](=O)[O-])c3)C2)C1c1ccc(C)cc1
ZINC14595900	Cc1cc(C)c2nc(N(Cc3ccccc3)C(=O)CN3C(=O)NC4(CCCCC4C)C3=O)sc2c1
ZINC15676060	CC1(C(=O)NC2CCCCCCC2)Cn2nc(-c3ccco3)cc2C(=O)N1c1ccccc1F
ZINC15676071	Cc1ccc(CN2C(=O)c3cc(-c4ccco4)nn3CC2(C)C(=O)NC2CCCCCCC2)cc1
ZINC15676109	Cc1ccc(N2C(=O)c3cc(-c4ccco4)nn3CC2(C)C(=O)NC2CCCCCCC2)cc1C
ZINC16533498	CC1CN(c2nc(-c3ccccc3)nc3c2CN(C(=O)Nc2cccc4ccccc24)CC3)CC(C)O1
ZINC16602044	CCOc1ccccc1NC(=O)N1CCCC(c2nc(-c3ccc(Br)cc3)no2)C1
ZINC20464748	CCOC(=O)c1cccc(NC(=O)c2oc3ccc4c(c3c2C)C(=O)CC2(CCC(C)CC2)O4)c1
ZINC20518556	Cc1ccc(C(=O)C2C(c3cccc([N+](=O)[O-])c3)C3CSCN3C23C(=O)Nc2ccccc23)cc1
ZINC20583406	Cc1cc2nc(CSc3nc4ccc(NC(=O)c5cccc(Cl)c5)cc4s3)cc(=O)n2o1
ZINC20704197	O=[N+]([O-])c1cc(C2Nc3ccc(S(=O)(=O)N4CCCCCC4)cc3C3C=CCC32)ccc1Cl
ZINC20756533	CN(c1ccccc1)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc([N+](=O)[O-])cc1)N2
ZINC22241300	Cc1cc(=O)oc2cc(OCC(=O)N3c4ccccc4NC(=O)CC3C(F)(F)F)c(Cl)cc12
ZINC22441745	O=C1CC(c2ccco2)Cc2nc(N3CCN(c4ccccc4)CC3)nc(Nc3ccccc3)c21
ZINC28057000	COc1cccc(C2C3=C(Nc4nnnn42)c2cc(Cl)ccc2OC3c2cccc(F)c2)c1
ZINC28057026	COc1cccc(C2C3=C(Nc4nnnn42)c2cc(Cl)ccc2OC3c2cccc(Cl)c2)c1
ZINC01467956	C=C(C)Cc1c(C)c(C#N)c2nc3ccccc3n2c1Nc1c(C)n(C)n(-c2ccccc2)c1=O
ZINC34757458	CC1CCN(c2nc3c(c(Oc4ccccc4F)n2)CN(C(=O)Nc2ccccc2)CC3)CC1
ZINC35231471	Cc1cccc(NC(=O)N(CC(=O)N2c3ccccc3-n3cccc3C2c2ccco2)C(C)C)c1C
ZINC35315352	N#C/C(=C/C1=C([NH+]2CCOCC2)/C(=C/c2cccc([N+](=O)[O-])c2)CC1)c1nc2ccccc2s1
ZINC36316835	Cc1ccc2c(c1)C1(C(=O)N2)C(C(=O)c2ccccc2)C(c2ccc([N+](=O)[O-])cc2)C2CSCN21
ZINC12488453	CC1CN(C(c2ccc(Cl)cc2Cl)c2sc3nc(-c4ccco4)nn3c2O)CC(C)O1
ZINC08829157	CN1C(=O)N(C)C2(c3ccccc3)Nn3c(s/c(=C\c4ccccc4)c3=O)=NC12c1ccccc1
ZINC35851738	Cc1ccc2c(c1)C1(C(=O)N2)C(C(=O)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C2CSCN21
ZINC02336983	COc1ccc(C2C3=C(N=C4N=CNN42)c2ccccc2OC3c2ccc(C(C)C)cc2)cc1OC
ZINC02423270	COc1ccc(C2Oc3ccc(C)cc3C3=C2C(c2ccc(F)cc2)N2N=CNC2=N3)c(OC)c1
ZINC02224523	COc1ccc(C2C3=C(N=C4N=CNN42)c2cc(C)ccc2OC3c2ccc(Cl)cc2)cc1OC
ZINC39353171	O=C(N/N=C1\C(=O)N(Cc2cccc3ccccc23)c2ccccc21)C1C=C(c2ccccc2)N=N1
ZINC39945907	COC1(C)OC2(C)COC(c3ccccc3)OC2(C)C(C)(O)C1(C)OC1(C)OCC(C)C(C)C1C
ZINC39992848	Cc1ccc(Oc2nc3c(C)cccn3c(=O)c2/C=C(\C#N)C(=O)Nc2ccccc2Cl)cc1
ZINC40342094	O=C1c2[nH]nc(-c3ccc(Cl)cc3)c2C(c2cccc([N+](=O)[O-])c2)N1Cc1ccccc1Cl
ZINC02209129	COC(=O)c1ccc(C2Oc3ccc(C)cc3C3=C2C(c2ccc(C)cc2)N2N=CNC2=N3)cc1
ZINC20705162	CN(C1CCCCC1)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc([N+](=O)[O-])c1)N2
ZINC59368069	COc1cc(-c2ccccc2)sc1C(=O)N(C)CC(=O)N1c2ccccc2NC(=O)CC1C
ZINC45913314	CC1CCCN(S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3CC(=O)NC2CCCCCCC2)C1
ZINC64712544	Cc1ccc(-c2cc3c4nnc(SCC(=O)Nc5ccc(F)cc5Cl)n4ccn3n2)cc1C
ZINC37442887	COc1ccc(OC)c(N2C(=O)c3cc4sccc4n3CC2(C)C(=O)NC2CCCC(C)C2C)c1
ZINC65010706	COc1ccc(C)cc1NS(=O)(=O)c1c(C)c(C)cc2c(C)c(C(=O)N3CCCCC3)oc12
ZINC65299945	COc1ccccc1C(=O)NC1CCN(c2nc3c(s2)c(C)nn3-c2cccc(C)c2)CC1
ZINC00386115	O=C(CSc1cccc2cccnc12)N1CCCCCC1
ZINC04678911	CCN1C(=O)C(/C=N/C2CCCC(C)C2C)SC1=S
ZINC00296144	COc1cc(C#N)c(Br)c(Br)c1OC
ZINC05322245	CCN1C(=O)CN2c3ccc(Br)cc3C(C)(C)C12C
ZINC07830770	CC(=O)c1ccc(C(=O)N2CCc3sccc3C2C)s1
ZINC07830772	CC(=O)c1ccc(C(=O)N2CCc3sccc3C2C)s1
ZINC00121932	CSC1=NC2=C(C(=O)CCC2)C(c2cccs2)C1C#N
ZINC00121936	CSC1=NC2=C(C(=O)CCC2)C(c2cccs2)C1C#N
ZINC16291415	Cc1ccc(C#N)c(SC2C(=O)C3CCC2(C)C3(C)C)n1
ZINC21043455	CN1CCN(C(=O)c2cc3c(s2)-c2ccsc2CC3)CC1
ZINC21418990	c1csc(-c2nc(CN3CCc4sccc4C3)co2)c1
ZINC27822714	CN(C(=O)c1cn(C)c2ccccc12)C1CCc2ccccc21
ZINC30267111	CC1c2cccn2CCN1C(=O)c1ccc(Cl)c(Cl)c1
ZINC30799941	CC1c2cccn2CCN1C(=O)c1csc(Br)c1
ZINC19046077	CC(C)(C)OC(=O)N1CCCC(CI)C1
ZINC31944858	Cc1nc(SCCC#N)c2c3c(sc2n1)CC(C)CC3
ZINC35337294	O=c1cccc2n1CC1CC2CN(Cc2cc(F)ccc2F)C1
ZINC35515758	O=C(C1CCC1)N1CCn2cccc2C1c1ccccc1F
ZINC36232746	CC1(C)CN(c2cc(Br)ccc2C=O)CCO1
ZINC37653070	O=C(c1ccc(Br)cc1)N1CCOC2CCCCC21
ZINC02431592	CCN1C(=O)/C(=C/N2CCCc3ccccc32)SC1=S
ZINC04466704	CCN1C(=O)/C(=C\N2CCCc3ccccc32)SC1=S
ZINC37979308	CC1CCC(N(C)C(=O)c2cnc(Cl)c(Cl)c2)CC1
ZINC39412907	Fc1ccccc1C1=NN=C2CCN(C3CCSCC3)CC21
ZINC42366827	CN(Cc1csc(Br)c1)c1cc(Cl)ncn1
ZINC42371409	Ic1ccccc1OCc1cnoc1
ZINC43505264	CC(=O)OC1CCC2C3C=CC4=CC(=O)CCC4C3CCC12C
ZINC44804582	O=C1ON=C(CCl)/C1=C/c1cccc(Br)c1
ZINC48325900	Cc1ccccc1SCC(=O)N1CCn2cccc2C1C
ZINC48630187	CN1C(=O)Cc2cc(C(Br)C3CCOC3)ccc21
ZINC48912215	O=C(c1scnc1Cl)N1CCCC1c1cccs1
ZINC49313432	Cc1nc(C(=O)N2CCCC2c2ccccc2Cl)cs1
ZINC49534408	ClCc1nc2cccc(Cl)c2n1Cc1nccs1
ZINC50566484	CC1CCCN(C(=O)c2cc(Br)cn2C)C1C
ZINC55333803	Cc1ccoc1C(=O)C(C#N)c1ccccc1Br
ZINC57637908	N#CC(CC(=O)N1CCCC1)c1cccc(Br)c1
ZINC57637925	N#CC(CC(=O)N1CCCC1)c1ccccc1Br
ZINC46625922	N#Cc1ccc(C(=O)N2CCCC2Cc2cccc(F)c2)cc1
ZINC61872979	CN(C(=O)c1ccc(Br)cn1)C1CCCCC1
ZINC61874408	CC1CCCC(N(C)C(=O)c2ccc(Br)cn2)C1
ZINC61919227	CC1CN(c2cc(Br)ccc2C=O)CCCO1
ZINC61941966	N#Cc1cc(Cl)ccc1N1CCN(CC(F)(F)F)CC1
ZINC62509841	CC1COCCN1C(=O)c1cc(Cl)cc(Br)c1
ZINC62708401	Cc1nn(-c2c(F)cc(C=O)cc2F)c(C)c1Br
ZINC63014143	Brc1cccnc1N1CCOc2ccccc2C1
ZINC63324654	CN(C(=O)c1cc(F)c(F)c(F)c1F)c1cccc(C#N)c1
ZINC65611552	CC1CN(C(=O)CCc2c(F)cccc2F)CC(C)(C)O1
ZINC66076490	O=c1sc2c(n1CN1CCCC1c1ccsc1)CCCC2
ZINC66408663	Cc1nc(SCc2cnc(C)s2)c2c(C)c(C)sc2n1
ZINC66781557	Cc1nc(-c2cccs2)ccc1C(=O)N1CCCCC1C
ZINC02556203	O=C(c1ccccc1OCc1ccccc1)C1OC1c1ccc2ccccc2c1
ZINC02275147	C=C(C)CSc1nc2sc3c(c2c(=O)n1CC(=C)C)CCC(C(C)(C)C)C3
ZINC02315008	CC(C)Cc1c(C#N)c(SCC(=O)c2ccc(Cl)cc2)nc2c1CCCC2
ZINC04798959	Cc1cccc(Cn2cccc2CN(C(=O)/C=C/c2ccccc2)C(C)C(C)C)c1
ZINC02298613	CCCCCSc1nc2sc3c(c2c(=O)n1-c1ccccc1)C(C)CCC3
ZINC02299098	CCCCCSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCC(C)C3
ZINC02304736	C=CCn1c(SCCCC)nc2sc3c(c2c1=O)CCc1ccccc1-3
ZINC01784627	CCCCCSc1nc2sc3c(c2c(=O)n1-c1ccc(C)cc1)C(C)CCC3
ZINC02272676	C=CCn1c(SCCC(C)C)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2
ZINC05074326	CCCN(Cc1cccn1Cc1ccccc1Cl)C(=O)/C=C/c1ccccc1
ZINC05551858	CCCCc1ccc(N2C(=O)/C(=C/c3ccc(C(C)C)cc3)SC2=S)cc1
ZINC05773760	Brc1ccc(C/N=C/c2ccccc2OCc2ccccc2)cc1
ZINC03364522	C=CCn1c(SCc2ccc(Cl)cc2Cl)nnc1-c1ccccc1Cl
ZINC08926058	CC(/N=C/c1ccc(N2N=C(c3ccccc3)CC2c2ccccc2)cc1)c1ccccc1
ZINC03059200	Cc1ccccc1CSc1nc2ccsc2c(=O)n1CCc1ccc(Cl)cc1
ZINC09563241	CCSc1ccc(C(=O)/N=c2\sc3ccccc3n2CCSC)cc1
ZINC09563617	CCSc1ccccc1C(=O)/N=c1\sc2cc(C)ccc2n1CCSC
ZINC09565762	CCSc1ccc(CC(=O)/N=c2/sc3ccccc3n2CCSC)cc1
ZINC11823068	Cc1cccc(C(C)(C)C)c1OCCOc1ccc(Br)cc1C#N
ZINC12350895	C/C(=N\OCCOc1cccc(C(F)(F)F)c1)C1CC1c1ccc(F)cc1
ZINC12401958	CC(c1ccccc1)n1c(COc2ccc(C(C)(C)C)cc2)nc2ccccc21
ZINC03353947	O=C(Cc1ccccc1)N(c1ccc(SC(F)F)cc1)c1nc2ccccc2s1
ZINC12629137	CCn1/c(=N/C(=O)CCCSc2ccccc2)sc2cc(C)c(C)cc21
ZINC15771566	c1ccc(CC(Sc2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1
ZINC13027810	CCOc1ccccc1/C=C(\C#N)c1nc(-c2ccc(C3CCCCC3)cc2)cs1
ZINC33665541	O=C(/C=C/c1ccc(OC(=O)C2CCCCC2)cc1)c1ccc(Br)cc1
ZINC35317502	CCC(C)N(Cc1cccn1Cc1ccccc1)C(=O)c1ccc(C(C)(C)C)cc1
ZINC35793531	CCc1cc(Oc2cc(C)cc(C)c2)nc(SCc2ccc(F)cc2F)n1
ZINC37510384	CCc1cccc(Oc2cc(C)nc(SCc3ccc(F)c(F)c3)n2)c1
ZINC02925172	CC(C)CCn1c(SCc2c(F)cccc2Cl)nc2ccsc2c1=O
ZINC38647115	CC(C)(C)c1ccc(/C=C/C(=O)N(Cc2ccccc2F)CC2CCCO2)cc1
ZINC36710475	CCSc1ccccc1C(=O)N(Cc1ccccc1)c1nc2cc(C)cc(C)c2s1
ZINC36717437	CCc1cccc2s/c(=N/C(=O)CCCSc3ccc(C)cc3)n(C)c12
ZINC36718095	C#CCn1/c(=N\C(=O)CCCSc2ccc(Cl)cc2)sc2cc(C)ccc21
ZINC36698393	C=CCn1/c(=N/C(=O)CCSc2ccc(C)cc2)sc2cc(C)c(C)cc21
ZINC36704251	C#CCn1/c(=N\C(=O)Cc2ccc(F)cc2)sc2cc(CCCC)ccc21
ZINC39907392	Fc1ccc(Cn2c(C(Sc3ccccc3)c3ccccc3)nc3ccccc32)cc1
ZINC39908134	CCC(CC)c1nc2ccccc2n1CCCOc1cccc2ccccc12
ZINC40390186	c1ccc(SC(c2ccccc2)c2nc3ccccc3n2CC2CCCO2)cc1
ZINC40799379	CCN(C(=O)c1cc2sccc2n1CCc1ccccc1)c1ccccc1
ZINC40799536	C=CCN(Cc1ccc(C)cc1)C(=O)c1cc2sccc2n1C1CCCC1
ZINC40878774	Cc1cc(Br)cc(C)c1OC(=O)COc1ccc(C(C)(C)C)cc1
ZINC43772704	CCCCCCC(=O)OC1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C
ZINC51353964	C(=C/c1ccccc1)\CSc1nnc(Cc2ccccc2)n1-c1ccccc1
ZINC43011027	CCn1cc/c(=N\c2cccc(CCc3ccc(C(F)(F)F)cc3)c2)c(Cl)c1
ZINC03304919	CN(C)c1ccc(/C=N/C(c2ccccc2)P(=O)(c2ccccc2)c2ccccc2)cc1
ZINC59460279	COC(=O)c1c(/N=C/c2ccc(Br)cc2)sc(Cc2ccccc2)c1C
ZINC67259670	CCCCCn1c(SCc2ccccc2Cl)nc2ccsc2c1=O
ZINC67259679	CCCCCn1c(SCc2cc(F)ccc2F)nc2ccsc2c1=O
ZINC67259682	CCCCCn1c(SCc2ccc(F)cc2Cl)nc2ccsc2c1=O
ZINC13272863	O=C(/C=C/c1ccc(SC(F)(F)F)cc1)c1ccc(S(=O)(=O)N2CCCCC2C(=O)[O-])cc1
ZINC17211889	O=C([O-])/C(=C/C=C\c1ccccc1)c1csc(-c2nc(/C(=C\C=C\c3ccccc3)C(=O)[O-])cs2)n1
ZINC12588244	COc1ccc(/C=C2\CCCC3C2=NN(C(=O)CSc2nccc([O-])n2)C3c2ccc(OC)cc2)cc1
ZINC29567285	O=C([O-])CCCC/C=C(/c1ccc(C2=NC(C(=O)NCCCCC3CCCCC3)CO2)cc1)c1cccnc1
ZINC33525800	Cc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccco4)C3c3cccc(OCCC(C)C)c3)sc2c1
ZINC33535204	CCCCOc1cccc(C2C(C(=O)c3ccc(C)cc3)=C([O-])C(=O)N2c2nc3c(C)cc(C)cc3s2)c1
ZINC35263725	CCCCOc1cccc(C2C(C(=O)c3ccccc3)=C([O-])C(=O)N2c2nc3ccc(Cl)cc3s2)c1
ZINC35692779	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1ccccc1
ZINC35693056	CCOC(=O)C1=C(C(F)(F)F)N=C2SC=C(/C=C(\[O-])N(C)Cc3ccccc3)N2C1c1ccccc1
ZINC35694412	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1ccccc1F
ZINC35694418	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1ccccc1F
ZINC35696079	CCN(CC)C(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCC(C)C)N2C1c1ccc(C(F)(F)F)cc1
ZINC35696613	CCOC(=O)C1CCCN(/C([O-])=C/C2=CSC3=NC(CC)=C(C(=O)OC)C(c4ccc(F)cc4)N23)C1
ZINC35697147	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCC(C(=O)OCC)CC3)N2C1c1ccccc1
ZINC35697282	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccc4c(c3)OCO4)N2C1c1ccc(C)cc1
ZINC35701129	CCC1=C(C(=O)OC)C(c2ccc(C(F)(F)F)cc2)N2C(/C=C(\[O-])NCC3CCCO3)=CSC2=N1
ZINC35701337	COCCN/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)C(c3cccc(Cl)c3)N12
ZINC35703701	CCN(C)/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)C(c3ccc([N+](=O)[O-])cc3)N12
